P80 (micras),TONS/DIA  HUMEDAS,% HUMEDAD,TONS/DIA  SECAS,HORAS,TONS/Hr  SECAS,Gcab-Au,Gcab-Ag,Gcab-Pb,Gcab-Zn,Gcab-Cu,Gcab-Fe,Gcab-As,Gcab-Pb ox,Gcab-Zn ox,Gcab-PbS,Gcab-PbO,Gcab-ZnS,Gcab-ZnO,GC-Au,GC-Ag,GC-Pb,GC-Zn,GC-Cu,GC-Fe,GC-As,R-Au,R-Ag,R-Pb,R-Zn,R-Cu,R-Fe,R-As,GC-Pb ox,GC-Zn ox,GC-PbS,GC-PbO,GC-ZnS,GC-ZnO,COMPOSITO DÍA,,Gcu-Au,Gcu-Ag,Gcu-Pb,Gcu-Zn,Gcu-Cu,Gcu-Fe,Gcu-As,Rcu-Au,Rcu-Ag,Rcu-Pb,Rcu-Zn,Rcu-Cu,Rcu-Fe,Rcu-As,GCzn-Au,GCzn-Ag,GCzn-Pb,GCzn-Zn,GCzn-Cu,GCzn-Fe,GCzn-As,Rzn-Au,Rzn-Ag,Rzn-Pb,Rzn-Zn,Rzn-Cu,Rzn-Fe,Rzn-As,GPb-Au,GPb-Ag,GPb-Pb,GPb-Zn,GPb-Cu,GPb-Fe,GPb-As,RPb-Au,RPb-Ag,RPb-Pb,RPb-Zn,RPb-Cu,RPb-Fe,RPb-As,GPb-Pb ox,GPb-Zn ox,GPb-PbS,GPb-PbO,GPb-ZnS,GPb-ZnO
164,1642,2,1607,8,200.88,0.18,41,1.04,2.01,0.29,3,0.03,0.1,0.05,90.38,9.62,97.5,2.49,0.07,4,0.11,0.16,0.03,2.7,0.03,44.09,8.88,10,7.53,9.78,86.05,92.11,0.05,0.05,54.55,45.45,68.8,31.25,0.4,6.4,2.8,653,2.14,1.41,32.6,27.6,0.02,7.42,6.1,0.82,0.28,44.74,3.7,0.26,0.32,90,0.96,52,1.18,5.7,0.02,7.17,7.1,3.1,87,13.68,6.46,2.18,3.7,1980,53.4,6.23,5.5,6.7,0.1,41.32,77.92,86.08,5.2,31.79,3.79,5.44,0.33,0.02,99.38,0.62,99.7,0.32
170,1390,2,1356,7.03,192.84,0.16,38,1.09,2.09,0.26,2.8,0.03,0.08,0.07,92.66,7.34,96.7,3.35,0.07,5,0.15,0.19,0.03,2.6,0.03,41.9,12.27,13,8.59,11.63,86.16,89.93,0.07,0.06,53.33,46.67,68.4,31.58,0.36,4.93,3.5,705,2.34,1.33,31.9,27.7,0.04,8.07,6.66,0.78,0.23,44.64,3.53,0.46,0.35,101,1.2,51.1,1.1,5.5,0.04,7.91,9.36,3.93,87.2,15.09,6.88,4.53,4.15,1723,56,5.19,4.65,6.1,0.1,42.12,71.7,82.29,3.98,28.65,3.43,5.08,0.89,0.02,98.41,1.59,99.6,0.39
186,1480,2,1447,6.47,223.74,0.19,47,1.17,2.03,0.3,2.8,0.03,0.11,0.05,90.6,9.4,97.5,2.46,0.07,5,0.11,0.13,0.03,2.5,0.03,36.17,10.42,8.85,6.03,7.84,83.3,84.15,0.06,0.05,45.45,54.55,61.5,38.46,0.49,7.15,1.53,670,1.82,0.88,32.9,28.2,0.04,4.15,7.33,0.77,0.21,54.19,4.93,0.59,0.32,94,1.42,50.7,1.07,6,0.06,6.22,7.37,4.3,88.44,12.63,7.52,6.33,5.2,1806,53.8,5.77,4.06,6.4,0.16,53.46,74.88,86.09,5.32,25.34,4.24,8.93,0.92,0.02,98.29,1.71,99.7,0.35
166,1800,2,1756,5.8,302.76,0.16,24,0.8,1.8,0.18,2.7,0.04,0.11,0.08,86.25,13.75,95.6,4.44,0.05,3,0.1,0.19,0.02,2.4,0.04,25.72,9.7,11.93,10.07,10.6,87.21,89.96,0.05,0.06,50,50,68.4,31.58,0.23,4.06,8.75,925,9.5,4.46,27.3,23.9,0.08,10.91,7.25,2.75,0.57,35.07,2.11,0.44,0.38,84,1.4,49.5,0.72,6,0.06,5.94,8.26,5.08,79.79,11.61,6.63,4.1,7.3,1513,44,11.8,5.27,7.3,0.16,57.43,74.8,80.25,9.57,42.72,4.06,5.5,0.71,0.07,98.39,1.61,99.4,0.59
168,1640,2,1603,8,200.38,0.19,51,1.14,1.78,0.31,3,0.08,0.13,0.09,88.6,11.4,94.9,5.06,0.07,7,0.17,0.28,0.04,2.7,0.08,38.58,12.87,14.17,14.95,13.18,85.73,89.97,0.09,0.07,47.06,52.94,75,25,0.54,8.59,3.55,673,3.48,3.62,30.4,27.1,0.06,11.02,6.97,1.63,1.09,52.52,4.85,0.38,0.2,121,1.76,53.2,1.09,6,0.08,2.88,5.81,3.83,74.16,8.72,4.97,2.35,4.25,1994,47.5,9.04,4.11,6.9,0.32,47.52,74.36,80.36,9.79,25.57,4.45,7.3,0.84,0.09,98.23,1.77,99,1
165,941,2,920,4.3,213.98,0.12,47,0.99,1.64,0.34,3.3,0.05,0.08,0.06,91.92,8.08,96.3,3.66,0.03,7,0.11,0.13,0.03,3,0.05,23.56,14.74,10.58,7.54,9.24,86.57,92.59,0.04,0.04,63.64,36.36,69.2,30.77,0.57,5.26,0.4,534,1.2,0.96,32.3,31.3,0.02,1.89,6.75,0.69,0.33,54.3,5.42,0.22,0.13,83,1.3,56.7,0.83,5,0.02,2.65,4.53,3.24,85.38,6.03,3.74,0.96,4.9,1881,47.6,6.22,5.82,7.9,0.18,71.9,73.98,85.49,6.74,30.44,4.26,6.23,0.89,0.03,98.13,1.87,99.5,0.48
166,1310,3,1276,7.47,170.85,0.15,53,1.12,1.91,0.58,3.5,0.06,0.16,0.07,85.71,14.29,96.3,3.66,0.07,8,0.16,0.19,0.05,3.1,0.06,47.31,14.59,13.42,9.35,8.1,82.35,90.09,0.07,0.06,56.25,43.75,68.4,31.58,1.15,14.62,0.84,562,1.78,1.44,33.3,28.3,0.04,6.93,12.51,1.82,0.86,65.81,9.17,0.73,0.23,139,2.52,50.7,1.22,5.3,0.08,5.09,8.3,6.92,81.67,6.47,4.61,3.93,3.1,1824,47.8,8.5,6.24,7.5,0.18,40.67,64.59,77.83,8.12,19.62,3.87,5.25,0.97,0.04,97.97,2.03,99.5,0.47
172,2170,2,2126,6.77,314.17,0.13,40.6,1.13,2.22,0.27,3.4,0.04,0.11,0.06,90.27,9.73,97.3,2.7,0.08,7,0.19,0.11,0.06,3.2,0.04,51.34,15.99,15.86,4.67,19.57,87.89,88.88,0.1,0.06,47.37,52.63,45.5,54.55,0.29,6.08,1.5,639,4.44,2.98,31.1,26.1,0.04,2.92,4.43,1.12,0.38,32.94,2.17,0.27,0.21,97,1.78,54,1.24,5.7,0.04,5.17,8.51,5.7,88.08,16.63,6.01,3.41,3.4,1673,49.8,8.68,4.75,7.7,0.18,40.57,71.07,77.31,6.86,30.86,3.93,7.44,0.9,0.03,98.19,1.81,99.7,0.35
167,1701,2,1665,7.67,217.12,0.11,47,1.3,2.11,0.3,3.1,0.03,0.09,0.05,93.08,6.92,97.6,2.37,0.06,4.6,0.16,0.19,0.05,2.8,0.03,37.98,9.21,11.6,8.49,14.14,86.08,86.81,0.08,0.04,50,50,78.9,21.05,0.54,8.99,3.4,742,4.24,3.7,28.8,26.4,0.06,12.34,8.51,1.76,0.95,51.87,4.65,1,0.24,139,2.3,53.1,1.47,5.3,0.04,5.38,9.85,5.9,83.94,16.34,5.77,4.1,3.5,1810,55.7,7.42,2.81,5.7,0.14,44.3,72.43,80.74,6.63,17.65,3.5,8.1,0.88,0.03,98.42,1.58,99.6,0.4
171,1023,2,1000,7,142.84,0.15,45,1.13,1.83,0.35,3.1,0.02,0.14,0.08,87.61,12.39,95.6,4.37,0.12,5,0.12,0.19,0.06,2.9,0.02,57.94,10.69,10.06,9.84,17.33,86.61,85.31,0.12,0.08,0,100,57.9,42.11,0.52,5.21,2.4,825,7.16,3.28,30.4,25.6,0.06,6.38,9.71,3.3,0.93,45.29,4.21,1.41,0.34,194,2.7,49.5,2.02,5.6,0.04,5.15,13,7.1,80.33,17.14,5.24,5.35,3.4,1675,51,9.24,4.02,7.1,0.1,30.54,66.6,79.54,8.9,20.24,3.94,7.93,0.8,0.04,98.43,1.57,99.6,0.43
166,922,2,901,6.83,131.81,0.17,47.9,1.33,2.04,0.4,3,0.09,0.12,0.06,90.98,9.02,97.1,2.94,0.09,4,0.12,0.24,0.04,2.7,0.08,46.22,7.28,8.5,11.08,9.89,83.68,93.54,0.09,0.07,25,75,70.8,29.17,0.58,5.25,0.41,524,0.76,1.14,32.8,30.2,0.02,1.3,5.9,0.33,0.33,47.77,5.79,0.14,0.14,143,2.78,54.4,1.31,5.1,0.04,2.36,8.53,6.45,82.33,10.11,5.18,1.53,4.3,1895,52.7,5.98,6.03,7.6,0.18,50.12,78.29,84.72,6.27,32.23,5.35,4.78,0.94,0.04,98.22,1.78,99.3,0.67
171,643,2,629,5,125.76,0.23,49,1.22,2.11,0.32,3.2,0.05,0.13,0.07,89.34,10.66,96.7,3.32,0.11,5,0.13,0.22,0.04,2.9,0.05,42.77,10.5,10.03,9.81,12.65,85.76,88.35,0.08,0.07,38.46,61.54,68.2,31.82,0.53,3.33,3,612,1.72,2.58,32.6,27.7,0.04,6.57,7.24,0.75,0.65,53.98,4.61,0.4,0.39,120,2.16,51.6,1.1,5.7,0.06,5.4,8.97,5.93,81.93,11.52,6,3.77,5.5,1648,51,8.06,3.51,5.8,0.2,45.27,73.29,83.29,7.61,21.85,3.63,7.48,0.83,0.05,98.37,1.63,99.4,0.62
168,1572,2,1534,8,191.8,0.13,37,0.94,1.93,0.24,3,0.04,0.08,0.05,91.49,8.51,97.4,2.59,0.05,7,0.14,0.18,0.03,2.7,0.04,34.12,19.06,14.18,8.88,11.9,87.92,91.55,0.07,0.05,50,50,72.2,27.78,0.4,6.07,1.92,700,4.34,2.42,31.4,27.6,0.02,5.45,7.93,1.83,0.5,51.8,3.74,0.19,0.23,111,2.24,52.9,1.08,5.3,0.04,5.23,10.08,7.57,87.02,14.29,5.75,3.05,6.4,1829,59.7,5.78,4.39,6.3,0.18,55.19,62.94,76.42,3.6,22.01,2.59,5.21,0.77,0.03,98.71,1.29,99.5,0.52
166,599,3,580,6.33,91.54,0.17,45,1.17,1.91,0.42,3.3,0.03,0.17,0.07,85.47,14.53,96.3,3.66,0.08,8,0.13,0.2,0.05,3,0.03,46.83,16.85,10.48,9.87,10.1,83.27,85.28,0.09,0.06,30.77,69.23,70,30,0.79,4.59,1.03,627,2.76,1.66,31.7,29.7,0.02,5.06,11.09,1.87,0.69,59.78,6.92,0.48,0.2,137,3.12,50.1,1.46,6.1,0.06,3.88,9.56,8.34,82,10.87,5.61,5.65,4,1571,52.1,7.98,4.54,8,0.16,44.23,62.5,79.32,7.44,19.25,4.19,8.59,1,0.03,98.08,1.92,99.6,0.38
170,1352,2,1325,6.33,209.27,0.21,37,1.27,2.08,0.45,3.5,0.03,0.15,0.09,88.19,11.81,95.7,4.33,0.14,7,0.18,0.22,0.07,3.2,0.04,50.35,14.8,13.17,9.83,13.42,81,84.63,0.08,0.06,55.56,44.44,72.7,27.27,0.97,12.79,0.5,493,2.86,1.08,31.9,29.3,0.01,1.87,10.83,2.17,0.5,68.43,7.7,0.22,0.58,125,1.56,38.5,1.29,7.8,0.1,10.63,13.47,5.82,87.65,13.58,10.06,10.78,7,1952,73,3.06,1.5,3.3,0.14,37.16,60.91,78.84,2.02,4.57,1.23,4.37,0.36,0.01,99.51,0.49,99.7,0.33
166,2269,2,2269,4,567.22,0.21,35,1.1,1.84,0.24,3.2,0.03,0.14,0.1,87.27,12.73,94.6,5.43,0,0,0,0,0,0,0,41.2,0,0,0,0,0,0,0.12,0.09,0,0,0,0,0.31,6.92,2.9,783,6.7,2.62,31.4,25.2,0.02,5.46,7.22,1.86,0.43,39.91,2.41,0.2,0.22,93,1.84,54,1.15,5.5,0.02,3.79,7.85,4.67,81.91,13.37,4.82,1.83,5.2,1450,53.7,7.46,4.55,6.1,0.08,49.52,67.62,75.27,6.25,29.23,2.95,4.05,0.96,0.04,98.21,1.79,99.5,0.54
171,1615,2,1578,8,197.26,0.19,39,0.93,1.98,0.28,3.3,0.03,0.13,0.1,86.02,13.98,94.9,5.05,0.09,7,0.12,0.3,0.05,3.1,0.03,44.02,15.8,12.3,14.4,18.3,88.8,94.8,0.11,0.09,8.33,91.67,70,30,0.38,5.96,3.23,743,4.3,2.62,30.7,26.3,0.02,6.29,6.69,1.75,0.5,41.44,3,0.25,0.3,212,3.3,48.5,1.42,5.7,0.02,5.05,16.53,11.61,80.12,16.59,5.62,2.18,6.2,1829,49.5,7.08,4.74,6.2,0.06,44.64,60.94,74.39,5,23.66,2.61,2.79,0.78,0.08,98.42,1.58,98.9,1.13
171,1559,3,1519,8,189.91,0.17,48,1.01,1.71,0.34,3.3,0.03,0.21,0.13,79.21,20.79,92.4,7.6,0.1,8,0.1,0.2,0.1,3,0,31.6,15.8,9.4,8.3,14.8,87.1,87,0.14,0.11,-40,140,26.7,73.33,0.57,8.62,2.59,584,2.98,4.03,30,27.7,0.04,9.78,6.87,1.67,1.34,50.07,4.8,1.04,0.25,209,3.98,50.1,1.56,5.9,0.05,4.8,12.5,11.37,84.56,13.24,5.2,6.6,5.5,2130,53.3,6.71,5.06,6.4,0.08,53.78,64.87,77.54,5.77,21.87,2.87,5.38,1.51,0.06,97.17,2.83,99.1,0.89
171,1645,2,1604,8,200.55,0.2,42,1.05,1.9,0.28,3.4,0.03,0.17,0.1,83.81,16.19,94.7,5.26,0.11,9,0.18,0.3,0.06,3.2,0.03,56.2,19.86,16.34,15.05,20.09,89.22,92.64,0.15,0.1,16.67,83.33,66.7,33.33,0.44,7.02,2,763,4.08,5.34,31.3,27.3,0.06,4.69,7.72,1.7,1.23,48.89,3.49,0.85,0.22,176,3.72,52.8,1.27,5.7,0.02,3.29,11.37,9.89,77.56,12.66,4.65,1.81,4.6,1816,52.1,8.06,3.54,6.2,0.1,35.82,61.05,72.07,6.16,18.36,2.63,4.71,1.09,0.04,97.91,2.09,99.5,0.5
171,1647,3,1605,8,200.67,0.24,38,1.04,1.97,0.27,3.1,0.04,0.15,0.08,85.58,14.42,95.9,4.06,0.11,8,0.17,0.24,0.05,2.9,0.04,40.56,19.7,15.55,11.59,19.02,88.57,92.47,0.12,0.08,29.41,70.59,66.7,33.33,0.4,6.43,4.5,744,3.3,3.62,30.7,27.3,0.04,6.99,7.72,1.27,0.74,45.57,3.51,0.39,0.36,157,3.58,52.4,1.27,5.3,0.04,4.28,12.46,10.55,81.52,14.42,5.22,2.98,8.7,1626,52.9,8.5,3.97,5.9,0.12,48.17,60.12,72.63,6.16,21,2.71,4.16,0.91,0.04,98.28,1.72,99.5,0.47
171,1440,2,1405,8,175.67,0.24,39,1.12,2.15,0.28,3.1,0.05,0.1,0.07,91.07,8.93,96.7,3.26,0.13,7,0.16,0.21,0.05,2.9,0.05,46.88,16.18,13.52,9.24,16.9,88.09,95.35,0.08,0.06,50,50,71.4,28.57,0.4,5.67,1.8,630,5.44,1.66,31.7,27.1,0.04,2.77,6.21,1.96,0.31,45.67,3.51,0.33,0.25,163,3.66,53,1.42,5.3,0.02,3.35,14.01,11.5,86.78,17.85,5.99,1.42,8.55,1806,56.7,5.46,3.8,5.2,0.1,47,63.61,73.02,3.66,19.57,2.41,2.91,1.01,0.04,98.22,1.78,99.3,0.73
178,1550,3,1508,8,188.55,0.17,32,1,1.8,0.24,3.2,0.06,0.13,0.07,87,13,96.1,3.89,0.09,4,0.12,0.14,0.05,3.1,0.07,45.97,10.97,11.39,7.38,18.19,89.07,94.69,0.1,0.07,16.67,83.33,50,50,0.34,5.18,6.5,898,6.36,2.77,30.3,24.9,0.04,12,8.9,2.18,0.53,43.32,2.59,0.2,0.31,105,2.08,51.6,1.01,5.7,0.06,4.78,8.69,5.96,82.13,12.06,4.94,2.45,3.7,1322,43,9.58,3.39,6,0.1,37.26,71.45,80.47,9.96,26.43,3.4,2.67,0.93,0.05,97.84,2.16,99.5,0.52
167,1324,2,1293,8,161.57,0.25,32,0.79,1.71,0.21,3.2,0.06,0.08,0.05,89.87,10.13,97.1,2.92,0.14,4,0.12,0.14,0.05,3,0.06,48.91,12.28,14.52,7.83,20.49,90.19,95.77,0.06,0.04,50,50,71.4,28.57,0.22,2.83,3.4,687,1.9,1.55,33.4,27.7,0.02,2.72,4.83,0.53,0.2,34.84,1.91,0.07,0.28,93,1.34,52.6,1.2,5.8,0.04,2.86,8.36,4.75,86.11,16,5.11,1.87,9.1,1697,46.3,7.33,4.4,6.5,0.1,45.5,74.54,80.2,5.87,28.67,2.8,2.28,0.88,0.05,98.1,1.9,99.3,0.68
166,1594,2,1557,8,194.57,0.32,42,1.2,2,0.38,3.7,0.04,0.13,0.05,89.17,10.83,97.5,2.5,0.13,4,0.17,0.2,0.06,3.4,0.04,49.62,9.77,13.36,9.43,15.64,87.27,92.89,0.11,0.04,35.29,64.71,80,20,0.58,9.07,2.8,632,2.64,1.51,33,26.9,0.02,6.61,9.54,1.28,0.44,50.63,4.27,0.29,0.34,116,1.98,50.1,1.42,6,0.04,4.49,9.8,5.38,81.7,12.19,5.33,3.21,5.3,1495,52.4,9.2,4.47,6.3,0.08,39.28,70.89,79.97,8.42,21.54,3.14,3.61,0.67,0.04,98.72,1.28,99.6,0.43
159,1552,3,1504,7.33,205.15,0.2,37,1.19,1.78,0.29,3,0.04,0.18,0.13,84.87,15.13,92.7,7.3,0.09,6,0.18,0.29,0.05,2.8,0.04,42.45,14.87,14.4,15.51,15.1,88.27,94.98,0.15,0.12,16.67,83.33,58.6,41.38,0.45,6.77,5.2,820,4.5,2.61,32.8,25.5,0.02,11.59,9.61,1.7,0.66,50.91,3.8,0.22,0.26,107,1.52,53.5,1.28,5.4,0.02,3.32,7.19,3.3,77.57,11.39,4.61,1.29,4.9,1495,54.6,6.34,3.73,5.7,0.08,42.64,68.34,80.6,6.26,22.59,3.32,3.5,1.42,0.06,97.4,2.6,99.1,0.95
169,1650,3,1605,8,200.59,0.25,37,1.11,1.74,0.32,3.2,0.05,0.12,0.06,89.19,10.81,96.6,3.45,0.12,5,0.14,0.29,0.05,3,0.05,50.77,13.02,12.02,15.88,13.69,87.43,89.08,0.08,0.07,42.86,57.14,75.9,24.14,0.39,6.26,3.1,628,2.94,2.5,32.8,27.8,0.02,5.37,6.7,1.03,0.56,40.01,3.32,0.15,0.33,122,2.4,51.5,1.52,6.5,0.1,3.67,8.36,5.42,74.23,11.91,4.99,4.69,5,1454,50,8.97,6.08,7.7,0.18,40.18,71.92,81.52,9.33,34.39,4.26,6.09,1.41,0.06,97.18,2.82,99.3,0.67
169,1635,2,1595,7.33,217.48,0.38,43,1.16,2,0.3,3.1,0.12,0.09,0.03,92.24,7.76,98.5,1.5,0.12,8,0.14,0.11,0.04,2.8,0.1,31.57,18.08,11.41,5.2,11.98,87.1,95.35,0.06,0.05,57.14,42.86,54.5,45.45,0.49,7.81,5,770,3.42,1.9,32,26.9,0.04,6.81,9.02,1.44,0.47,52.24,4.33,0.2,0.35,95,1.46,55,1.21,5.1,0.04,3.15,7.34,4.07,88.88,13.04,5.42,1.3,12.1,1579,55.5,6.28,3.93,5.5,0.18,58.47,65.56,83.08,5.45,22.75,3.14,3.15,0.88,0.04,98.41,1.59,99.4,0.64
167,1591,3,1550,7.67,202.21,0.26,40.2,1.1,1.88,0.29,2.9,0.08,0.09,0.06,91.82,8.18,96.8,3.19,0.12,9,0.17,0.25,0.05,2.7,0.08,43.58,19.72,14.69,12.64,17.37,87.16,92.46,0.09,0.04,47.06,52.94,84,16,0.43,6.72,1.8,480,3.62,2.08,31,28.9,0.01,2.98,4.79,1.43,0.48,46.31,4.25,0.05,0.4,99,1.46,51.7,1.24,5.5,0.1,4.38,6.54,3.8,78.77,12.25,5.35,3.48,7.8,1817,53.5,9.26,4.24,5.8,0.2,49.07,68.95,80.08,8.11,24.07,3.24,4,0.81,0.06,98.49,1.51,99.4,0.65
163,1670,2,1631,5.67,287.83,0.29,41,1.15,1.93,0.3,3,0.05,0.12,0.05,89.57,10.43,97.4,2.59,0.16,8,0.16,0.27,0.07,2.9,0.05,47.05,18.59,13.21,13.43,21.85,88.8,92.99,0.14,0.09,12.5,87.5,67,32.97,0.47,7.61,9,947,9.51,4.36,28.7,24.4,0.04,13,10.81,3.86,1.05,45.31,3.67,0.37,0.29,112,1.72,52.7,1.28,5.2,0.04,2.34,7.15,3.9,71.22,11.3,4.37,2.04,6.2,1324,46.4,14.08,3.25,5,0.12,37.6,63.45,79.03,14.29,21.54,3.16,4.6,0.85,0.08,98.17,1.83,99.4,0.57
165,846,3,824,7.33,112.41,0.17,42,1.01,1.86,0.29,3.3,0.04,0.09,0.05,91.09,8.91,97.3,2.69,0.07,3,0.12,0.2,0.05,3.1,0.04,39.93,7.65,11.29,10.22,16.06,88.85,92.38,0.07,0.05,41.67,58.33,75,25,0.22,1.85,2.3,738,5.04,2.08,31.7,27.3,0.02,3.1,4.45,1.12,0.25,24.57,1.85,0.11,0.19,100,1.74,54.1,1.15,5,0.02,2.98,7.01,4.5,76,10.36,3.94,1.27,4.2,1408,39.2,11.76,6.64,8.3,0.12,53.98,80.89,83.09,13.54,49.02,5.36,6.24,0.74,0.09,98.11,1.89,99.2,0.77
167,444,0,434,1,433.72,0.17,40,1.16,2.1,0.28,2.9,0.05,0.13,0.07,88.79,11.21,96.7,3.33,0.04,4,0.1,0.11,0.03,2.8,0.04,21.61,9.41,8.12,4.94,10.1,86.39,87.85,0.09,0.06,10,90,45.5,54.55,0.41,1.79,4.4,854,15.2,2.66,26.1,21.6,0.04,10.42,8.81,5.41,0.52,38.5,2.92,0.39,0.31,114,2.14,52.6,1.23,5.8,0.08,6.17,9.89,6.41,87.03,15.26,6.6,6.48,5.7,1523,49.1,8.34,5.35,6.6,0.12,61.8,71.9,80.05,7.51,36.14,4.09,5.29,1.16,0.1,97.64,2.36,98.8,1.2
168,1600,3,1559,8,194.89,0.21,31,0.98,1.94,0.23,2.9,0.05,0.07,0.04,92.86,7.14,97.9,2.06,0.08,5,0.12,0.18,0.03,2.6,0.04,43.34,13.55,11.63,8.81,11.56,87.44,88.58,0.05,0.05,58.33,41.67,72.2,27.78,0.28,4.31,2.6,589,7.82,1.92,30.7,28.4,0.04,4.1,4.64,2.2,0.27,36.87,2.78,0.26,0.28,103,1.98,51.8,1.08,5.5,0.1,5.04,9.27,6.37,84.19,14.8,6.14,7.35,5.1,1557,47.9,8,5.18,6.3,0.1,47.52,72.54,79.8,6.73,36.77,3.64,3.81,0.66,0.07,98.62,1.38,99.1,0.88
162,1498,2,1464,8,183.01,0.25,40,1.08,1.86,0.27,3.1,0.06,0.15,0.1,86.11,13.89,94.6,5.38,0.09,5,0.12,0.19,0.04,3,0.06,33.25,11.39,10.55,9.7,15.12,88.85,93.65,0.09,0.07,25,75,63.2,36.84,0.43,6.32,7.9,844,4.1,3.72,31.5,25.3,0.02,13.27,8.74,1.64,0.86,50.37,3.41,0.14,0.36,109,2,52.9,1.15,5.3,0.06,4.13,7.72,5.47,83.95,12.57,4.88,2.91,7.6,1802,53.3,6.12,3.55,5.5,0.12,49.34,72.15,82.35,5.49,21.94,2.86,3.29,1.01,0.06,98.11,1.89,99,0.98
165,1074,2,1050,6,175.04,0.25,40,1.18,1.66,0.24,3,0.04,0.11,0.07,90.68,9.32,95.8,4.22,0.09,5,0.11,0.22,0.05,2.8,0.04,33.61,10.85,8.89,12.64,18.28,89.78,90.88,0.1,0.07,9.09,90.91,68.2,31.82,0.29,3.01,6.2,804,3.88,4.05,30.9,25.2,0.04,6.95,5.24,0.94,0.7,36.87,2.43,0.27,0.3,147,2.74,52,1.46,5.4,0.06,2.98,8.49,5.89,79.48,15.43,4.61,3.63,7.9,1816,54.5,6.54,3.87,5.2,0.12,56.46,75.42,84.28,7.19,29.42,3.19,5.22,1.13,0.08,97.93,2.07,98.8,1.22
164,1524,2,1494,7,213.48,0.22,31,0.92,1.87,0.22,2.8,0.06,0.1,0.05,89.13,10.87,97.3,2.67,0.13,3,0.1,0.23,0.03,2.7,0.06,54.58,8.8,10.35,11.71,11.68,88.12,92.6,0.07,0.06,30,70,73.9,26.09,0.33,4.93,2.22,622,3.76,1.94,28.9,27.2,0.04,3.23,6.33,1.35,0.34,43.37,3.08,0.21,0.36,98,1.66,51,1.15,5.7,0.08,4.87,9.27,5.54,83.7,16.04,6,3.98,6,1740,54,5.64,4.51,5.8,0.14,37.32,75.61,82.77,4.25,28.91,2.8,3.2,0.77,0.02,98.57,1.43,99.6,0.35
168,846,2,829,5.67,146.25,0.27,38,1.1,1.81,0.27,2.9,0.07,0.11,0.05,90,10,97.2,2.76,0.08,4,0.07,0.16,0.03,2.7,0.07,51.35,9.09,6.05,8.4,8.8,87.53,95.62,0.06,0.05,14.29,85.71,68.8,31.25,0.57,4.75,4.8,937,11.4,3.94,27.3,24,0.06,18.6,12.86,5.94,1.25,58,4.7,0.49,0.14,118,2.28,54.1,1.3,5.3,0.04,2.71,8.08,5.93,85.5,13.77,5.17,1.65,2.6,1878,58,5.64,3.37,4.9,0.1,27.34,69.96,82.08,4.85,19.43,2.6,2.24,0.79,0.03,98.64,1.36,99.5,0.53
163,1560,2,1522,5.33,285.29,0.16,32,0.66,1.2,0.17,2.8,0.05,0.14,0.08,78.79,21.21,93.3,6.67,0.09,7,0.16,0.25,0.05,2.7,0.05,50.25,21.98,23.55,20.24,25.72,92.75,95.26,0.1,0.07,37.5,62.5,72,28,0.18,2.77,2.9,611,2.84,2.98,32.4,28.8,0.04,3.03,3.59,0.78,0.45,34.66,1.85,0.14,0.37,127,2.3,52,1.43,5.6,0.06,3.67,7.08,6.01,74.75,14.51,3.42,2.03,8,2226,49.1,5.84,4.56,6,0.14,43.05,67.35,69.65,4.56,25.11,1.99,2.57,1.29,0.07,97.37,2.63,98.8,1.2
164,1115,2,1089,7.33,148.52,0.18,44,0.88,1.42,0.26,3,0.03,0.08,0.05,90.91,9.09,96.5,3.52,0.08,8,0.14,0.18,0.02,2.8,0.03,33.04,17.5,15.26,12.16,8.85,88.33,91.47,0.06,0.05,57.14,42.86,72.2,27.78,0.35,3.78,4.05,616,2,3.38,33.6,27.9,0.04,6.05,4.87,0.79,0.83,44.83,3.18,0.44,0.47,186,3.32,48.7,2.11,6.7,0.04,4.89,10.26,9.12,82.92,19.62,5.33,3.07,9.9,2247,50.1,4.42,5.28,7.3,0.12,56.02,67.36,74.83,4.09,26.69,3.16,5.01,0.85,0.03,98.3,1.7,99.3,0.68
189,1590,2,1551,7.33,211.5,0.13,34,0.72,1.72,0.26,3.1,0.03,0.08,0.06,88.89,11.11,96.5,3.49,0.06,5,0.07,0.16,0.02,2.9,0.03,33.04,11.07,9.28,8.88,8.07,88.18,91.99,0.05,0.05,28.57,71.43,68.8,31.25,0.53,8.22,4.55,728,5.74,6.52,27.8,23.9,0.02,13.92,8.96,4.23,2.01,56.69,4.04,0.34,0.28,150,2.96,52.2,1.38,5.7,0.04,4.45,9.58,11.32,83.56,14.61,5,3.54,6.55,2360,42.1,7.43,4.17,6.8,0.1,48.59,70.39,75.18,5.55,20.62,2.79,4.13,1,0.08,97.62,2.38,98.9,1.08
